benefit_class,object_type,object_id,source_mod,source_file,current_status,decision,formula_or_policy,evidence,confidence,codex_action
empire_country_modifier,building,esc_building_watcher,Extra Ship Components NEXT,common\buildings\esc_buildings_general.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:esc_building_watcher in Extra Ship Components NEXT/common\buildings\esc_buildings_general.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,esc_starbase_reactor,Stellar AI Director,common\starbase_buildings\zzzz_staid_05_starbase_defense_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=strategic_tag, benefit_amount=0.0 matched_tags=starbase_resource_support Blocker row status=detected_unvalued for starbase_building:esc_starbase_reactor in Stellar AI Director/common\starbase_buildings\zzzz_staid_05_starbase_defense_starbase_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,starbase_building,financial_space_center,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:financial_space_center in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,financial_space_center,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=strategic_tag, benefit_amount=0.0 matched_tags=starbase_resource_support Blocker row status=detected_unvalued for starbase_building:financial_space_center in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,starbase_module,fleet_anchorage,NSC3,common\starbase_modules\nsc_starbase_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:fleet_anchorage in NSC3/common\starbase_modules\nsc_starbase_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_module,fleet_club,NSC3,common\starbase_modules\nsc_starbase_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:fleet_club in NSC3/common\starbase_modules\nsc_starbase_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,galactic_history_holomuseum,Stellaris vanilla,common\buildings\21_grand_archive_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:galactic_history_holomuseum in Stellaris vanilla/common\buildings\21_grand_archive_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,gpm_precursor_shipyards_uplink,Guilli's Planet Modifiers and Features,common\starbase_buildings\gpm_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:gpm_precursor_shipyards_uplink in Guilli's Planet Modifiers and Features/common\starbase_buildings\gpm_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,holding_giga_megaworkshop,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:holding_giga_megaworkshop in Gigastructural Engineering & More (4.4)/common\buildings\giga_amb_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,holding_knight_commandery,Stellaris vanilla,common\buildings\15_overlord_holdings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:holding_knight_commandery in Stellaris vanilla/common\buildings\15_overlord_holdings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,holding_overlord_vigil_command,Stellaris vanilla,common\buildings\15_overlord_holdings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:holding_overlord_vigil_command in Stellaris vanilla/common\buildings\15_overlord_holdings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,holding_parasitic_algorithms,Stellaris vanilla,common\buildings\15_overlord_holdings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:holding_parasitic_algorithms in Stellaris vanilla/common\buildings\15_overlord_holdings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,holding_recruitment_office,Stellaris vanilla,common\buildings\15_overlord_holdings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:holding_recruitment_office in Stellaris vanilla/common\buildings\15_overlord_holdings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,market_computers,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:market_computers in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,building,mem_building_ancient_palace,More Events Mod,common\buildings\mem_vazuran_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:mem_building_ancient_palace in More Events Mod/common\buildings\mem_vazuran_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,mercenary_garrison,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:mercenary_garrison in Stellaris vanilla/common\starbase_buildings\00_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,mining_base,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:mining_base in NSC3/common\starbase_buildings\nsc_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,navcom_ai,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:navcom_ai in NSC3/common\starbase_buildings\nsc_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,orbital_assembly,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:orbital_assembly in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,starbase_module,orbital_ring_anchorage,Stellaris vanilla,common\starbase_modules\00_orbital_ring_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:orbital_ring_anchorage in Stellaris vanilla/common\starbase_modules\00_orbital_ring_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_module,orbital_ring_beastport,Stellaris vanilla,common\starbase_modules\00_orbital_ring_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:orbital_ring_beastport in Stellaris vanilla/common\starbase_modules\00_orbital_ring_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_module,orbital_ring_vivarium_tank,Stellaris vanilla,common\starbase_modules\00_orbital_ring_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:orbital_ring_vivarium_tank in Stellaris vanilla/common\starbase_modules\00_orbital_ring_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,planetary_construction_office,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:planetary_construction_office in NSC3/common\starbase_buildings\nsc_starbase_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,starbase_building,power_station,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:power_station in NSC3/common\starbase_buildings\nsc_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,recruitment_office,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:recruitment_office in Stellaris vanilla/common\starbase_buildings\00_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,resource_silo,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:resource_silo in Stellaris vanilla/common\starbase_buildings\00_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
direct_resource_support,starbase_building,ring_alloys_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_alloys_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
direct_resource_support,starbase_building,ring_consumer_goods_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_consumer_goods_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
empire_country_modifier,starbase_building,ring_embassy_complex,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_embassy_complex in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
direct_resource_support,starbase_building,ring_energy_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_energy_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
direct_resource_support,starbase_building,ring_food_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_food_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
direct_resource_support,starbase_building,ring_minerals_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_minerals_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
direct_resource_support,starbase_building,ring_trade_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_trade_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
trade_policy_value,starbase_building,ring_trade_hub,Stellaris vanilla,common\starbase_buildings\00_orbital_ring_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only for this row: trade/trade_value text is present without a parsed numeric amount. Do not assume trade policy conversion into energy, consumer goods, or unity.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:ring_trade_hub in Stellaris vanilla/common\starbase_buildings\00_orbital_ring_buildings.txt.",high,"Keep as trade relevance tag; only parsed `trade`/`trade_value` amounts should feed economic-plan trade pressure, with no policy-conversion math."
empire_country_modifier,starbase_building,starbase_optimal_systems,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:starbase_optimal_systems in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
starbase_support,starbase_building,stellar_housing,Starbase Extended 3.0,common\starbase_buildings\sbx_3_0_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: object is starbase-related or matched a starbase support term, but this row has no numeric starbase-support amount. The current build-plan consumer surfaces are economic plans and colony automation, not arbitrary starbase scoring.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:stellar_housing in Starbase Extended 3.0/common\starbase_buildings\sbx_3_0_buildings.txt.",high,Preserve as starbase-lane tag and exclude from colony/economic-plan numeric scoring until a starbase-specific consumer formula exists.
empire_country_modifier,starbase_module,storage_room,NSC3,common\starbase_modules\nsc_starbase_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:storage_room in NSC3/common\starbase_modules\nsc_starbase_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,trader_proxy_office,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:trader_proxy_office in Stellaris vanilla/common\starbase_buildings\00_starbase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
trade_policy_value,starbase_building,trader_proxy_office,Stellaris vanilla,common\starbase_buildings\00_starbase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only for this row: trade/trade_value text is present without a parsed numeric amount. Do not assume trade policy conversion into energy, consumer goods, or unity.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:trader_proxy_office in Stellaris vanilla/common\starbase_buildings\00_starbase_buildings.txt.",high,"Keep as trade relevance tag; only parsed `trade`/`trade_value` amounts should feed economic-plan trade pressure, with no policy-conversion math."
empire_country_modifier,starbase_module,vivarium_tank,Stellaris vanilla,common\starbase_modules\00_starbase_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:vivarium_tank in Stellaris vanilla/common\starbase_modules\00_starbase_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_building,voidlure_mem_ancestors_grudge_dragon,More Events Mod,common\starbase_buildings\mem_ancestors_grudge_stabase_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_building:voidlure_mem_ancestors_grudge_dragon in More Events Mod/common\starbase_buildings\mem_ancestors_grudge_stabase_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,starbase_module,waystation_aetherophasic_anchor,Stellaris vanilla,common\starbase_modules\00_waystation_modules.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for starbase_module:waystation_aetherophasic_anchor in Stellaris vanilla/common\starbase_modules\00_waystation_modules.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
